,,,,,,,,,,,Vegas,,,
Rk,Team,Date,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result
4981,KAN,9/9/12,43,69,Sun,1,1,,ATL,L 24-40,2.5,did not cover,43,over
4982,KAN,1/1/12,37.5,35,Sun,16,17,@,DEN,W 7-3,2,covered,37.5,under
4983,KAN,12/24/11,43,38,Sat,15,16,,OAK,L 13-16 (OT),-3,did not cover,43,under
4984,KAN,12/18/11,46,50,Sun,14,15,,GNB,W 19-14,11.5,covered,46,under
4985,KAN,12/11/11,35.5,37,Sun,13,14,@,NYJ,L 10-37,10.5,did not cover,35.5,over
4986,KAN,12/4/11,35,46,Sun,12,13,@,CHI,W 10-3,9,covered,35,under
4987,KAN,11/27/11,40.5,32,Sun,11,12,,PIT,L 9-13,10.5,covered,40.5,under
4988,KAN,11/21/11,47,33,Mon,10,11,@,NWE,L 3-34,17,did not cover,47,under
4989,KAN,11/13/11,42.5,67,Sun,9,10,,DEN,L 10-17,-3.5,did not cover,42.5,under
4990,KAN,11/6/11,40.5,62,Sun,8,9,,MIA,L 3-31,-4,did not cover,40.5,under
4991,KAN,10/31/11,44.5,63,Mon,7,8,,SDG,W 23-20 (OT),3,covered,44.5,under
4992,KAN,10/23/11,41.5,79,Sun,6,7,@,OAK,W 28-0,3.5,covered,41.5,under
4993,KAN,10/9/11,38,72,Sun,5,5,@,IND,W 28-24,1.5,covered,38,over
4994,KAN,10/2/11,40,65,Sun,4,4,,MIN,W 22-17,3,covered,40,under
4995,KAN,9/25/11,44.5,67,Sun,3,3,@,SDG,L 17-20,14.5,covered,44.5,under
4996,KAN,9/11/11,40,75,Sun,1,1,,BUF,L 7-41,-3.5,did not cover,40,over
4997,KAN,1/2/11,43.5,30,Sun,16,17,,OAK,L 10-31,-4.5,did not cover,43.5,under
4998,KAN,12/26/10,42.5,19,Sun,15,16,,TEN,W 34-14,-4,covered,42.5,over
4999,KAN,12/12/10,45.5,86,Sun,13,14,@,SDG,L 0-31,10,did not cover,45.5,under
5000,KAN,12/5/10,48.5,26,Sun,12,13,,DEN,W 10-6,-8,did not cover,48.5,under
5001,KAN,11/28/10,45,43,Sun,11,12,@,SEA,W 42-24,-2,covered,45,over
5002,KAN,11/21/10,45,66,Sun,10,11,,ARI,W 31-13,-7,covered,45,under
5003,KAN,11/14/10,44.5,43,Sun,9,10,@,DEN,L 29-49,-1,did not cover,44.5,over
5004,KAN,11/7/10,41,62,Sun,8,9,@,OAK,L 20-23 (OT),0,did not cover,41,over
5005,KAN,10/31/10,46,51,Sun,7,8,,BUF,W 13-10 (OT),-7,did not cover,46,under
5006,KAN,10/24/10,39,63,Sun,6,7,,JAX,W 42-20,-9,covered,39,over
5007,KAN,10/17/10,46,78,Sun,5,6,@,HOU,L 31-35,4.5,covered,46,over
5008,KAN,9/26/10,38,55,Sun,3,3,,SFO,W 31-10,3,covered,38,over
5009,KAN,9/19/10,38,65,Sun,2,2,@,CLE,W 16-14,3,covered,38,under
5010,KAN,9/13/10,45.5,78,Mon,1,1,,SDG,W 21-14,4,covered,45.5,under
5011,KAN,1/3/10,38,36,Sun,16,17,@,DEN,W 44-24,10,covered,38,over
5012,KAN,12/27/09,39.5,41,Sun,15,16,@,CIN,L 10-17,13,covered,39.5,under
5013,KAN,12/20/09,37,39,Sun,14,15,,CLE,L 34-41,-3,did not cover,37,over
5014,KAN,12/13/09,38,42,Sun,13,14,,BUF,L 10-16,2.5,did not cover,38,under
5015,KAN,12/6/09,39,37,Sun,12,13,,DEN,L 13-44,6,did not cover,39,over
5016,KAN,11/29/09,45,63,Sun,11,12,@,SDG,L 14-43,13.5,did not cover,45,over
5017,KAN,11/22/09,39.5,55,Sun,10,11,,PIT,W 27-24 (OT),11.5,covered,39.5,over
5018,KAN,11/15/09,36,60,Sun,9,10,@,OAK,W 16-10,2.5,covered,36,under
5019,KAN,11/8/09,41.5,75,Sun,8,9,@,JAX,L 21-24,7,covered,41.5,over
5020,KAN,10/25/09,44,58,Sun,7,7,,SDG,L 7-37,5.5,did not cover,44,push
5021,KAN,10/18/09,36.5,45,Sun,6,6,@,WAS,W 14-6,6.5,covered,36.5,under
5022,KAN,10/11/09,43.5,40,Sun,5,5,,DAL,L 20-26 (OT),7,covered,43.5,over
5023,KAN,10/4/09,43,59,Sun,4,4,,NYG,L 16-27,9.5,did not cover,43,push
5024,KAN,9/27/09,39,69,Sun,3,3,@,PHI,L 14-34,7.5,did not cover,39,over
5025,KAN,9/20/09,40,72,Sun,2,2,,OAK,L 10-13,-1.5,did not cover,40,under
5026,KAN,9/13/09,36.5,76,Sun,1,1,@,BAL,L 24-38,13,did not cover,36.5,over
5027,KAN,12/28/08,40,43,Sun,16,17,@,CIN,L 6-16,1.5,did not cover,40,under
5028,KAN,12/21/08,37.5,10,Sun,15,16,,MIA,L 31-38,3.5,did not cover,37.5,over
5029,KAN,12/14/08,41,36,Sun,14,15,,SDG,L 21-22,5.5,covered,41,over
5030,KAN,12/7/08,49,64,Sun,13,14,@,DEN,L 17-24,9,covered,49,under
5031,KAN,11/30/08,41.5,59,Sun,12,13,@,OAK,W 20-13,3.5,covered,41.5,under
5032,KAN,11/23/08,43.5,50,Sun,11,12,,BUF,L 31-54,3,did not cover,43.5,over
5033,KAN,11/16/08,51,53,Sun,10,11,,NOR,L 20-30,6,did not cover,51,under
5034,KAN,11/9/08,47.5,62,Sun,9,10,@,SDG,L 19-20,14.5,covered,47.5,under
5035,KAN,11/2/08,36.5,69,Sun,8,9,,TAM,L 27-30 (OT),9.5,covered,36.5,over
5036,KAN,10/26/08,41,59,Sun,7,8,@,NYJ,L 24-28,14,covered,41,over
5037,KAN,10/19/08,35,63,Sun,6,7,,TEN,L 10-34,9,did not cover,35,over
5038,KAN,10/5/08,38,80,Sun,5,5,@,CAR,L 0-34,10,did not cover,38,under
5039,KAN,9/28/08,47,74,Sun,4,4,,DEN,W 33-19,9,covered,47,over
5040,KAN,9/14/08,36,61,Sun,2,2,,OAK,L 8-23,-3.5,did not cover,36,under
5041,KAN,9/7/08,43.5,75,Sun,1,1,@,NWE,L 10-17,16,covered,43.5,under
5042,KAN,12/30/07,35,41,Sun,16,17,@,NYJ,L 10-13 (OT),4.5,covered,35,under
5043,KAN,12/16/07,34.5,22,Sun,14,15,,TEN,L 17-26,3.5,did not cover,34.5,over
5044,KAN,12/9/07,37.5,21,Sun,13,14,@,DEN,L 7-41,7.5,did not cover,37.5,over
5045,KAN,12/2/07,37.5,34,Sun,12,13,,SDG,L 10-24,6,did not cover,37.5,under
5046,KAN,11/25/07,34.5,43,Sun,11,12,,OAK,L 17-20,-4,did not cover,34.5,over
5047,KAN,11/11/07,37,69,Sun,9,10,,DEN,L 11-27,-2.5,did not cover,37,over
5048,KAN,11/4/07,37.5,61,Sun,8,9,,GNB,L 22-33,-2.5,did not cover,37.5,over
5049,KAN,10/21/07,38,68,Sun,7,7,@,OAK,W 12-10,1.5,covered,38,under
5050,KAN,10/14/07,44,68,Sun,6,6,,CIN,W 27-20,2.5,covered,44,over
5051,KAN,10/7/07,35,78,Sun,5,5,,JAX,L 7-17,2,did not cover,35,under
5052,KAN,9/30/07,38.5,76,Sun,4,4,@,SDG,W 30-16,12,covered,38.5,over
5053,KAN,9/23/07,34,83,Sun,3,3,,MIN,W 13-10,-3,push,34,under
5054,KAN,9/16/07,34.5,70,Sun,2,2,@,CHI,L 10-20,12,covered,34.5,under
5055,KAN,12/31/06,37,40,Sun,16,17,,JAX,W 35-30,-2.5,covered,37,over
5056,KAN,12/23/06,35.5,55,Sat,15,16,@,OAK,W 20-9,-7,covered,35.5,under
5057,KAN,12/17/06,47,57,Sun,14,15,@,SDG,L 9-20,9,did not cover,47,under
5058,KAN,12/10/06,37.5,49,Sun,13,14,,BAL,L 10-20,-3,did not cover,37.5,under
5059,KAN,12/3/06,35.5,31,Sun,12,13,@,CLE,L 28-31 (OT),-5,did not cover,35.5,over
5060,KAN,11/23/06,39,65,Thu,11,12,,DEN,W 19-10,-1,covered,39,under
5061,KAN,11/19/06,36.5,41,Sun,10,11,,OAK,W 17-13,-9,did not cover,36.5,under
5062,KAN,11/12/06,40.5,81,Sun,9,10,@,MIA,L 10-13,2,did not cover,40.5,under
5063,KAN,10/29/06,37,67,Sun,7,8,,SEA,W 35-28,-5,covered,37,over
5064,KAN,10/22/06,39,40,Sun,6,7,,SDG,W 30-27,5.5,covered,39,over
5065,KAN,10/15/06,36.5,52,Sun,5,6,@,PIT,L 7-45,6.5,did not cover,36.5,over
5066,KAN,10/1/06,39.5,82,Sun,3,4,,SFO,W 41-0,-7,covered,39.5,over
5067,KAN,9/17/06,38,61,Sun,2,2,@,DEN,L 6-9 (OT),11,covered,38,under
5068,KAN,9/10/06,49.5,67,Sun,1,1,,CIN,L 10-23,1.5,did not cover,49.5,under
5069,KAN,1/1/06,47,52,Sun,16,17,,CIN,W 37-3,-7.5,covered,47,under
5070,KAN,12/24/05,49.5,42,Sat,15,16,,SDG,W 20-7,-1,covered,49.5,under
5071,KAN,12/17/05,45.5,39,Sat,14,15,@,NYG,L 17-27,3,did not cover,45.5,under
5072,KAN,12/11/05,44,64,Sun,13,14,@,DAL,L 28-31,3,push,44,over
5073,KAN,12/4/05,47,28,Sun,12,13,,DEN,W 31-27,0,covered,47,over
5074,KAN,11/27/05,51,58,Sun,11,12,,NWE,W 26-16,-3,covered,51,under
5075,KAN,11/20/05,44.5,58,Sun,10,11,@,HOU,W 45-17,-6.5,covered,44.5,over
5076,KAN,11/13/05,42.5,61,Sun,9,10,@,BUF,L 3-14,2.5,did not cover,42.5,under
5077,KAN,11/6/05,51.5,55,Sun,8,9,,OAK,W 27-23,-4.5,did not cover,51.5,under
5078,KAN,10/30/05,51,73,Sun,7,8,@,SDG,L 20-28,5,did not cover,51,under
5079,KAN,10/21/05,42.5,78,Fri,6,7,@,MIA,W 30-20,-1,covered,42.5,over
5080,KAN,10/16/05,42.5,66,Sun,5,6,,WAS,W 28-21,-6.5,covered,42.5,over
5081,KAN,10/2/05,46.5,87,Sun,4,4,,PHI,L 31-37,-2.5,did not cover,46.5,over
5082,KAN,9/26/05,49,72,Mon,3,3,@,DEN,L 10-30,2.5,did not cover,49,under
5083,KAN,9/18/05,53,70,Sun,2,2,@,OAK,W 23-17,-1.5,covered,53,under
5084,KAN,9/11/05,48.5,81,Sun,1,1,,NYJ,W 27-7,-3,covered,48.5,under
5085,KAN,1/2/05,51.5,59,Sun,16,17,@,SDG,L 17-24,-6.5,did not cover,51.5,under
5086,KAN,12/25/04,60,43,Sat,15,16,,OAK,W 31-30,-9.5,did not cover,60,over
5087,KAN,12/19/04,52.5,15,Sun,14,15,,DEN,W 45-17,3,covered,52.5,over
5088,KAN,12/13/04,53,37,Mon,13,14,@,TEN,W 49-38,-2.5,covered,53,over
5089,KAN,12/5/04,52,50,Sun,12,13,@,OAK,W 34-27,-1,covered,52,over
5090,KAN,11/28/04,54,35,Sun,11,12,,SDG,L 31-34,-3,did not cover,54,over
5091,KAN,11/22/04,52,45,Mon,10,11,,NWE,L 19-27,3,did not cover,52,under
5092,KAN,11/7/04,45.5,76,Sun,8,9,@,TAM,L 31-34,-3,did not cover,45.5,over
5093,KAN,10/31/04,56.5,67,Sun,7,8,,IND,W 45-35,1,covered,56.5,over
5094,KAN,10/24/04,44.5,69,Sun,6,7,,ATL,W 56-10,-3.5,covered,44.5,over
5095,KAN,10/17/04,44,78,Sun,5,6,@,JAX,L 16-22,-2.5,did not cover,44,under
5096,KAN,10/4/04,41.5,66,Mon,4,4,@,BAL,W 27-24,6,covered,41.5,over
5097,KAN,9/26/04,48,71,Sun,3,3,,HOU,L 21-24,-7.5,did not cover,48,under
5098,KAN,9/19/04,46,80,Sun,2,2,,CAR,L 17-28,-7,did not cover,46,under
5099,KAN,9/12/04,48.5,82,Sun,1,1,@,DEN,L 24-34,3,did not cover,48.5,over
5100,KAN,12/28/03,43.5,46,Sun,16,17,,CHI,W 31-3,-7.5,covered,43.5,under
5101,KAN,12/14/03,45,29,Sun,14,15,,DET,W 45-17,-14.5,covered,45,over
5102,KAN,12/7/03,46.5,63,Sun,13,14,@,DEN,L 27-45,3,did not cover,46.5,over
5103,KAN,11/30/03,48.5,71,Sun,12,13,@,SDG,W 28-24,-7.5,did not cover,48.5,over
5104,KAN,11/23/03,44.5,30,Sun,11,12,,OAK,W 27-24,-11,did not cover,44.5,over
5105,KAN,11/16/03,48,54,Sun,10,11,@,CIN,L 19-24,-6,did not cover,48,under
5106,KAN,11/9/03,43.5,45,Sun,9,10,,CLE,W 41-20,-9,covered,43.5,over
5107,KAN,10/26/03,43.5,45,Sun,8,8,,BUF,W 38-5,-5.5,covered,43.5,under
5108,KAN,10/20/03,47.5,75,Mon,7,7,@,OAK,W 17-10,-4.5,covered,47.5,under
5109,KAN,10/12/03,47.5,60,Sun,6,6,@,GNB,W 40-34 (OT),2.5,covered,47.5,over
5110,KAN,10/5/03,46.5,69,Sun,5,5,,DEN,W 24-23,-3.5,did not cover,46.5,over
5111,KAN,9/28/03,43.5,70,Sun,4,4,@,BAL,W 17-10,-3,covered,43.5,under
5112,KAN,9/14/03,48,67,Sun,2,2,,PIT,W 41-20,-3.5,covered,48,over
5113,KAN,9/7/03,47,77,Sun,1,1,,SDG,W 27-14,-4.5,covered,47,under
5114,KAN,12/28/02,44.5,50,Sat,16,17,@,OAK,L 0-24,8.5,did not cover,44.5,under
5115,KAN,12/22/02,44,33,Sun,15,16,,SDG,W 24-22,-1.5,covered,44,over
5116,KAN,12/15/02,47.5,54,Sun,14,15,@,DEN,L 24-31,3.5,did not cover,47.5,over
5117,KAN,12/8/02,45.5,38,Sun,13,14,,STL,W 49-10,-4.5,covered,45.5,over
5118,KAN,12/1/02,47,44,Sun,12,13,,ARI,W 49-0,-9,covered,47,over
5119,KAN,11/24/02,44,50,Sun,11,12,@,SEA,L 32-39,-3.5,did not cover,44,over
5120,KAN,11/17/02,52.5,48,Sun,10,11,,BUF,W 17-16,-3.5,did not cover,52.5,under
5121,KAN,11/10/02,49,61,Sun,9,10,@,SFO,L 13-17,5,covered,49,under
5122,KAN,10/27/02,55.5,39,Sun,8,8,,OAK,W 20-10,2.5,covered,55.5,under
5123,KAN,10/20/02,50.5,51,Sun,7,7,,DEN,L 34-37 (OT),3,push,50.5,over
5124,KAN,10/13/02,46.5,67,Sun,6,6,@,SDG,L 34-35,3,covered,46.5,over
5125,KAN,10/6/02,46.5,66,Sun,5,5,@,NYJ,W 29-25,-3,covered,46.5,over
5126,KAN,9/29/02,44.5,76,Sun,4,4,,MIA,W 48-30,3,covered,44.5,over
5127,KAN,9/22/02,43.5,80,Sun,3,3,@,NWE,L 38-41 (OT),8.5,covered,43.5,over
5128,KAN,9/15/02,46,66,Sun,2,2,,JAX,L 16-23,-3.5,did not cover,46,under
5129,KAN,9/8/02,36,86,Sun,1,1,@,CLE,W 40-39,2,covered,36,over
5130,KAN,1/6/02,40,49,Sun,16,17,@,SEA,L 18-21,3.5,covered,40,under
5131,KAN,12/30/01,40,53,Sun,15,16,@,JAX,W 30-26,4.5,covered,40,over
5132,KAN,12/23/01,40,28,Sun,14,15,,SDG,W 20-17,-3.5,did not cover,40,under
5133,KAN,12/16/01,37.5,49,Sun,13,14,,DEN,W 26-23 (OT),2.5,covered,37.5,over
5134,KAN,12/9/01,44.5,54,Sun,12,13,@,OAK,L 26-28,9,covered,44.5,over
5135,KAN,11/29/01,37,35,Thu,11,12,,PHI,L 10-23,3,did not cover,37,under
5136,KAN,11/25/01,41,49,Sun,10,11,,SEA,W 19-7,-1.5,covered,41,under
5137,KAN,11/11/01,40.5,48,Sun,9,9,@,NYJ,L 7-27,4.5,did not cover,40.5,under
5138,KAN,11/4/01,41,67,Sun,8,8,@,SDG,W 25-20,5.5,covered,41,over
5139,KAN,10/25/01,47.5,55,Thu,7,7,,IND,L 28-35,3,did not cover,47.5,over
5140,KAN,10/21/01,41,88,Sun,6,6,@,ARI,L 16-24,-2,did not cover,41,under
5141,KAN,10/14/01,36,57,Sun,5,5,,PIT,L 17-20,-2.5,did not cover,36,over
5142,KAN,10/7/01,48,74,Sun,4,4,@,DEN,L 6-20,10,did not cover,48,under
5143,KAN,9/30/01,35.5,57,Sun,3,3,@,WAS,W 45-13,-3,covered,35.5,over
5144,KAN,9/23/01,39,64,Sun,2,2,,NYG,L 3-13,-1.5,did not cover,39,under
5145,KAN,9/9/01,43,64,Sun,1,1,,OAK,L 24-27,3,push,43,over
5146,KAN,12/17/00,47,9,Sun,15,16,,DEN,W 20-7,3,covered,47,under
5147,KAN,12/4/00,41,45,Mon,13,14,@,NWE,L 24-30,1,did not cover,41,over
5148,KAN,11/26/00,41,69,Sun,12,13,@,SDG,L 16-17,-3,did not cover,41,under
5149,KAN,11/19/00,42,46,Sun,11,12,,BUF,L 17-21,-3,did not cover,42,under
5150,KAN,11/12/00,52,54,Sun,10,11,@,SFO,L 7-21,-3.5,did not cover,52,under
5151,KAN,11/5/00,44,66,Sun,9,10,@,OAK,L 31-49,3.5,did not cover,44,over
5152,KAN,10/29/00,43,52,Sun,8,9,@,SEA,W 24-19,-4,covered,43,push
5153,KAN,10/22/00,56,64,Sun,7,8,,STL,W 54-34,7,covered,56,over
5154,KAN,10/15/00,43.5,62,Sun,6,7,,OAK,L 17-20,-3,did not cover,43.5,under
5155,KAN,10/2/00,38.5,74,Mon,5,5,,SEA,W 24-17,-4,covered,38.5,over
5156,KAN,9/24/00,43,36,Sun,4,4,@,DEN,W 23-22,7,covered,43,over
5157,KAN,9/17/00,35.5,88,Sun,3,3,,SDG,W 42-10,-4.5,covered,35.5,over
5158,KAN,9/10/00,38.5,80,Sun,2,2,@,TEN,L 14-17 (OT),8.5,covered,38.5,under
5159,KAN,9/3/00,44,90,Sun,1,1,,IND,L 14-27,3.5,did not cover,44,under
5160,LAC,11/10/24,38.5,73,Sun,9,10,,TEN,W 27-17,-7.5,covered,38.5,over
5161,LAC,11/3/24,42.5,57,Sun,8,9,@,CLE,W 27-10,-1,covered,42.5,under
5162,LAC,10/27/24,41,76,Sun,7,8,,NOR,W 26-8,-7,covered,41,under
5163,LAC,10/21/24,44.5,85,Mon,6,7,@,ARI,L 15-17,-1,did not cover,44.5,under
5164,LAC,10/13/24,36,65,Sun,5,6,@,DEN,W 23-16,-3,covered,36,over
5165,LAC,9/29/24,41,68,Sun,4,4,,KAN,L 10-17,7,push,41,under
5166,LAC,9/22/24,34.5,72,Sun,3,3,@,PIT,L 10-20,1,did not cover,34.5,under
5167,LAC,9/15/24,38.5,78,Sun,2,2,@,CAR,W 26-3,-5,covered,38.5,under
5168,LAC,9/8/24,40,97,Sun,1,1,,LVR,W 22-10,-3,covered,40,under
5169,LAC,1/7/24,35.5,57,Sun,17,18,,KAN,L 12-13,-3.5,did not cover,35.5,under
5170,LAC,12/31/23,36.5,41,Sun,16,17,@,DEN,L 9-16,3.5,did not cover,36.5,under
5171,LAC,12/23/23,44,62,Sat,15,16,,BUF,L 22-24,12.5,covered,44,over
5172,LAC,12/14/23,34,58,Thu,14,15,@,LVR,L 21-63,3,did not cover,34,over
5173,LAC,12/10/23,43.5,75,Sun,13,14,,DEN,L 7-24,-2.5,did not cover,43.5,under
5174,LAC,12/3/23,39,44,Sun,12,13,@,NWE,W 6-0,-5.5,covered,39,under
5175,LAC,11/26/23,48,64,Sun,11,12,,BAL,L 10-20,3,did not cover,48,under
5176,LAC,11/19/23,44,45,Sun,10,11,@,GNB,L 20-23,-3,did not cover,44,under
5177,LAC,11/12/23,48.5,79,Sun,9,10,,DET,L 38-41,2.5,did not cover,48.5,over
5178,LAC,11/6/23,41,48,Mon,8,9,@,NYJ,W 27-6,-3,covered,41,under
5179,LAC,10/29/23,45.5,76,Sun,7,8,,CHI,W 30-13,-10.5,covered,45.5,under
5180,LAC,10/22/23,48.5,72,Sun,6,7,@,KAN,L 17-31,5.5,did not cover,48.5,under
5181,LAC,10/16/23,50,74,Mon,5,6,,DAL,L 17-20,1.5,did not cover,50,under
5182,LAC,10/1/23,48.5,67,Sun,4,4,,LVR,W 24-17,-5.5,covered,48.5,under
5183,LAC,9/24/23,53,67,Sun,3,3,@,MIN,W 28-24,1,covered,53,under
5184,LAC,9/17/23,45.5,64,Sun,2,2,@,TEN,L 24-27 (OT),-2.5,did not cover,45.5,over
5185,LAC,9/10/23,50.5,90,Sun,1,1,,MIA,L 34-36,-3,did not cover,50.5,over
5186,LAC,1/8/23,39.5,43,Sun,17,18,@,DEN,L 28-31,3,push,39.5,over
5187,LAC,1/1/23,41.5,62,Sun,16,17,,LAR,W 31-10,-6.5,covered,41.5,under
5188,LAC,12/26/22,45.5,22,Mon,15,16,@,IND,W 20-3,-4,covered,45.5,under
5189,LAC,12/18/22,46.5,66,Sun,14,15,,TEN,W 17-14,-3,push,46.5,under
5190,LAC,12/11/22,53.5,57,Sun,13,14,,MIA,W 23-17,3,covered,53.5,under
5191,LAC,12/4/22,49.5,73,Sun,12,13,@,LVR,L 20-27,2.5,did not cover,49.5,under
5192,LAC,11/27/22,48.5,64,Sun,11,12,@,ARI,W 25-24,-2.5,did not cover,48.5,over
5193,LAC,11/20/22,52.5,69,Sun,10,11,,KAN,L 27-30,5,covered,52.5,over
5194,LAC,11/13/22,45,57,Sun,9,10,@,SFO,L 16-22,7.5,covered,45,under
5195,LAC,11/6/22,49.5,78,Sun,8,9,@,ATL,W 20-17,-3,push,49.5,under
5196,LAC,10/23/22,50.5,73,Sun,7,7,,SEA,L 23-37,-4.5,did not cover,50.5,over
5197,LAC,10/17/22,45.5,69,Mon,6,6,,DEN,W 19-16 (OT),-4.5,did not cover,45.5,under
5198,LAC,10/9/22,47,59,Sun,5,5,@,CLE,W 30-28,-1,covered,47,over
5199,LAC,10/2/22,45,78,Sun,4,4,@,HOU,W 34-24,-6,covered,45,over
5200,LAC,9/25/22,42.5,81,Sun,3,3,,JAX,L 10-38,-3,did not cover,42.5,over
5201,LAC,9/11/22,52.5,86,Sun,1,1,,LVR,W 24-19,-3.5,covered,52.5,under
5202,LAC,1/9/22,49,57,Sun,17,18,@,LVR,L 32-35 (OT),-3,did not cover,49,over
5203,LAC,1/2/22,45,63,Sun,16,17,,DEN,W 34-13,-7.5,covered,45,over
5204,LAC,12/26/21,45.5,78,Sun,15,16,@,HOU,L 29-41,-11,did not cover,45.5,over
5205,LAC,12/16/21,52.5,54,Thu,14,15,,KAN,L 28-34 (OT),3,did not cover,52.5,over
5206,LAC,12/12/21,43,63,Sun,13,14,,NYG,W 37-21,-9,covered,43,over
5207,LAC,12/5/21,49.5,48,Sun,12,13,@,CIN,W 41-22,3,covered,49.5,over
5208,LAC,11/28/21,47,62,Sun,11,12,@,DEN,L 13-28,-3,did not cover,47,under
5209,LAC,11/21/21,47.5,75,Sun,10,11,,PIT,W 41-37,-5.5,did not cover,47.5,over
5210,LAC,11/14/21,53.5,88,Sun,9,10,,MIN,L 20-27,-3,did not cover,53.5,under
5211,LAC,11/7/21,49,54,Sun,8,9,@,PHI,W 27-24,-1.5,covered,49,over
5212,LAC,10/31/21,49.5,64,Sun,7,8,,NWE,L 24-27,-4.5,did not cover,49.5,over
5213,LAC,10/17/21,51.5,63,Sun,6,6,@,BAL,L 6-34,2.5,did not cover,51.5,under
5214,LAC,10/10/21,46.5,74,Sun,5,5,,CLE,W 47-42,-2.5,covered,46.5,over
5215,LAC,10/4/21,52,73,Mon,4,4,,LVR,W 28-14,-3,covered,52,under
5216,LAC,9/26/21,54.5,81,Sun,3,3,@,KAN,W 30-24,7,covered,54.5,under
5217,LAC,9/19/21,55,71,Sun,2,2,,DAL,L 17-20,-3,did not cover,55,under
5218,LAC,9/12/21,45,81,Sun,1,1,@,WAS,W 20-16,1.5,covered,45,under
5219,LAC,1/3/21,43,35,Sun,16,17,@,KAN,W 38-21,-7,covered,43,over
5220,LAC,12/27/20,47.5,61,Sun,15,16,,DEN,W 19-16,-2.5,covered,47.5,under
5221,LAC,12/17/20,52.5,57,Thu,14,15,@,LVR,W 30-27 (OT),3.5,covered,52.5,over
5222,LAC,12/13/20,49.5,70,Sun,13,14,,ATL,W 20-17,-1,covered,49.5,under
5223,LAC,12/6/20,46.5,70,Sun,12,13,,NWE,L 0-45,-2,did not cover,46.5,under
5224,LAC,11/29/20,51.5,48,Sun,11,12,@,BUF,L 17-27,4.5,did not cover,51.5,under
5225,LAC,11/22/20,47,69,Sun,10,11,,NYJ,W 34-28,-10,did not cover,47,over
5226,LAC,11/15/20,49,83,Sun,9,10,@,MIA,L 21-29,1.5,did not cover,49,over
5227,LAC,11/8/20,52.5,60,Sun,8,9,,LVR,L 26-31,1,did not cover,52.5,over
5228,LAC,11/1/20,44.5,64,Sun,7,8,@,DEN,L 30-31,-3,did not cover,44.5,over
5229,LAC,10/25/20,48,68,Sun,6,7,,JAX,W 39-29,-8,covered,48,over
5230,LAC,10/12/20,49.5,88,Mon,5,5,@,NOR,L 27-30 (OT),7,covered,49.5,over
5231,LAC,10/4/20,42.5,75,Sun,4,4,@,TAM,L 31-38,7.5,covered,42.5,over
5232,LAC,9/27/20,43.5,77,Sun,3,3,,CAR,L 16-21,-6,did not cover,43.5,under
5233,LAC,9/20/20,47,75,Sun,2,2,,KAN,L 20-23 (OT),8.5,covered,47,under
5234,LAC,9/13/20,41.5,83,Sun,1,1,@,CIN,W 16-13,-2.5,covered,41.5,under
5235,LAC,12/29/19,46,40,Sun,16,17,@,KAN,L 21-31,10,push,46,over
5236,LAC,12/22/19,45,64,Sun,15,16,,OAK,L 17-24,-7.5,did not cover,45,under
5237,LAC,12/15/19,45,64,Sun,14,15,,MIN,L 10-39,1,did not cover,45,over
5238,LAC,12/1/19,39,33,Sun,12,13,@,DEN,L 20-23,-4.5,did not cover,39,over
5239,LAC,11/18/19,52.5,67,Mon,11,11,,KAN,L 17-24,5.5,did not cover,52.5,under
5240,LAC,11/7/19,49,54,Thu,10,10,@,OAK,L 24-26,-1,did not cover,49,over
5241,LAC,10/27/19,41,52,Sun,8,8,@,CHI,W 17-16,3.5,covered,41,under
5242,LAC,10/20/19,42.5,77,Sun,7,7,@,TEN,L 20-23,3,push,42.5,over
5243,LAC,10/13/19,42.5,71,Sun,6,6,,PIT,L 17-24,-6,did not cover,42.5,under
5244,LAC,10/6/19,46,85,Sun,5,5,,DEN,L 13-20,-4,did not cover,46,under
5245,LAC,9/29/19,43.5,88,Sun,4,4,@,MIA,W 30-10,-15,covered,43.5,under
5246,LAC,9/22/19,49,87,Sun,3,3,,HOU,L 20-27,-3,did not cover,49,under
5247,LAC,9/15/19,47,68,Sun,2,2,@,DET,L 10-13,-1,did not cover,47,under
5248,LAC,9/8/19,44.5,77,Sun,1,1,,IND,W 30-24 (OT),-6,push,44.5,over
5249,LAC,12/30/18,43.5,51,Sun,16,17,@,DEN,W 23-9,-7,covered,43.5,under
5250,LAC,12/22/18,42.5,60,Sat,15,16,,BAL,L 10-22,-4,did not cover,42.5,under
5251,LAC,12/13/18,54,39,Thu,14,15,@,KAN,W 29-28,3.5,covered,54,over
5252,LAC,12/2/18,52.5,57,Sun,12,13,@,PIT,W 33-30,3,covered,52.5,over
5253,LAC,11/25/18,43,74,Sun,11,12,,ARI,W 45-10,-14,covered,43,over
5254,LAC,11/18/18,46.5,69,Sun,10,11,,DEN,L 22-23,-7.5,did not cover,46.5,under
5255,LAC,11/11/18,50,69,Sun,9,10,@,OAK,W 20-6,-10.5,covered,50,under
5256,LAC,11/4/18,48,56,Sun,8,9,@,SEA,W 25-17,1,covered,48,under
5257,LAC,10/21/18,46,66,Sun,7,7,,TEN,W 20-19,-6.5,did not cover,46,under
