Season,Team,win_percentage,Date,G#,Week,Game time,Rk,Spread...4,Over/Under...5,Temperature,Day,Location,Opp,Result,Spread...13,vs. Line,Over/Under...15,OU Result,after_bye
2021,LAC,0.529,2021-10-31,7,8,afternoon,25,-4.5,49.5,64,Sun,home,NWE,L 24-27,-4.5,did not cover,49.5,over,1
2021,LAC,0.529,2021-10-10,5,5,afternoon,379,-2.5,46.5,74,Sun,home,CLE,W 47-42,-2.5,covered,46.5,over,0
2021,LAC,0.529,2021-09-19,2,2,afternoon,453,-3,55,71,Sun,home,DAL,L 17-20,-3,did not cover,55,under,0
2021,LAC,0.529,2022-01-09,17,18,night,13,-3,49,57,Sun,away,LVR,L 32-35 (OT),-3,did not cover,49,over,0
2021,LAC,0.529,2021-12-16,14,15,night,124,3,52.5,54,Thu,home,KAN,L 28-34 (OT),3,did not cover,52.5,over,0
2021,LAC,0.529,2021-11-21,10,11,night,225,-5.5,47.5,75,Sun,home,PIT,W 41-37,-5.5,did not cover,47.5,over,0
2021,LAC,0.529,2021-10-04,4,4,night,386,-3,52,73,Mon,home,LVR,W 28-14,-3,covered,52,under,0
2024,ATL,0.5,2024-11-10,10,10,early,75,-3.5,46.5,78,Sun,away,NOR,L 17-20,-3.5,did not cover,46.5,under,0
2024,ATL,0.5,2024-11-03,9,9,early,101,-3,52,66,Sun,home,DAL,W 27-21,-3,covered,52,under,0
2024,ATL,0.5,2024-10-27,8,8,early,131,-2.5,45.5,79,Sun,away,TAM,W 31-26,-2.5,covered,45.5,over,0
2024,ATL,0.5,2024-10-20,7,7,early,163,-3,52,69,Sun,home,SEA,L 14-34,-3,did not cover,52,under,0
2024,ATL,0.5,2024-09-29,4,4,early,241,-2.5,41,75,Sun,home,NOR,W 26-24,-2.5,did not cover,41,over,0
2024,ATL,0.5,2024-09-08,1,1,early,335,-3.5,42,76,Sun,home,PIT,L 10-18,-3.5,did not cover,42,under,0
2024,ATL,0.5,2024-11-17,11,11,afternoon,51,2.5,44.5,55,Sun,away,DEN,L 6-38,2.5,did not cover,44.5,under,0
2024,ATL,0.5,2024-10-13,6,6,afternoon,187,-6.5,47,79,Sun,away,CAR,W 38-20,-6.5,covered,47,over,0
2024,ATL,0.5,2024-10-03,5,5,night,235,-1.5,44,0,Thu,home,TAM,W 36-30 (OT),-1.5,covered,44,over,0
2024,ATL,0.5,2024-09-22,3,3,night,273,3,46.5,89,Sun,home,KAN,L 17-22,3,did not cover,46.5,under,0
2024,ATL,0.5,2024-09-16,2,2,night,301,5.5,45.5,71,Mon,away,PHI,W 22-21,5.5,covered,45.5,under,0
2024,ARI,0.5,2024-12-01,12,13,early,7,3.5,44.5,12,Sun,away,MIN,L 22-23,3.5,covered,44.5,over,0
2024,ARI,0.5,2024-10-27,8,8,early,137,4,46,82,Sun,away,MIA,W 28-27,4,covered,46,over,0
2024,ARI,0.5,2024-10-13,6,6,early,193,5.5,47,50,Sun,away,GNB,L 13-34,5.5,did not cover,47,push,0
2024,ARI,0.5,2024-09-08,1,1,early,342,6.5,46.5,61,Sun,away,BUF,L 28-34,6.5,covered,46.5,over,0
2024,ARI,0.5,2024-11-24,11,12,afternoon,8,0,47,45,Sun,away,SEA,L 6-16,0,did not cover,47,under,1
2024,ARI,0.5,2024-11-10,10,10,afternoon,80,1.5,46.5,79,Sun,home,NYJ,W 31-6,1.5,covered,46.5,under,0
2024,ARI,0.5,2024-11-03,9,9,afternoon,108,-1.5,44.5,71,Sun,home,CHI,W 29-9,-1.5,covered,44.5,under,0
2024,ARI,0.5,2024-10-06,5,5,afternoon,217,7,49,89,Sun,away,SFO,W 24-23,7,covered,49,under,0
2024,ARI,0.5,2024-09-29,4,4,afternoon,248,-3.5,48.5,106,Sun,home,WAS,L 14-42,-3.5,did not cover,48.5,over,0
2024,ARI,0.5,2024-09-22,3,3,afternoon,278,2.5,51.5,93,Sun,home,DET,L 13-20,2.5,did not cover,51.5,under,0
2024,ARI,0.5,2024-09-15,2,2,afternoon,308,0,47.5,97,Sun,home,LAR,W 41-10,0,covered,47.5,over,0
2024,ARI,0.5,2024-10-21,7,7,night,159,1,44.5,85,Mon,home,LAC,W 17-15,1,covered,44.5,under,0
2024,LAR,0.5,2024-11-17,10,11,early,67,-4.5,43.5,59,Sun,away,NWE,W 28-22,-4.5,covered,43.5,over,0
2024,LAR,0.5,2024-09-29,4,4,early,261,3,40.5,70,Sun,away,CHI,L 18-24,3,did not cover,40.5,over,0
2024,LAR,0.5,2024-12-01,12,13,afternoon,13,-2.5,49.5,64,Sun,away,NOR,W 21-14,-2.5,covered,49.5,under,0
2024,LAR,0.5,2024-11-03,8,9,afternoon,122,-1,48,52,Sun,away,SEA,W 26-20 (OT),-1,covered,48,under,0
2024,LAR,0.5,2024-10-20,6,7,afternoon,20,-7,43.5,80,Sun,home,LVR,W 20-15,-7,did not cover,43.5,under,1
2024,LAR,0.5,2024-10-06,5,5,afternoon,230,3,48.5,73,Sun,home,GNB,L 19-24,3,did not cover,48.5,under,0
2024,LAR,0.5,2024-09-22,3,3,afternoon,293,6.5,43.5,75,Sun,home,SFO,W 27-24,6.5,covered,43.5,over,0
2024,LAR,0.5,2024-09-15,2,2,afternoon,324,0,47.5,97,Sun,away,ARI,L 10-41,0,did not cover,47.5,over,0
2024,LAR,0.5,2024-11-24,11,12,night,43,3,49,57,Sun,home,PHI,L 20-37,3,did not cover,49,over,0
2024,LAR,0.5,2024-11-11,9,10,night,74,-2.5,49,60,Mon,home,MIA,L 15-23,-2.5,did not cover,49,under,0
2024,LAR,0.5,2024-10-24,7,8,night,158,3,48,66,Thu,home,MIN,W 30-20,3,covered,48,over,0
2024,LAR,0.5,2024-09-08,1,1,night,356,4.5,52.5,69,Sun,away,DET,L 20-26 (OT),4.5,did not cover,52.5,under,0
2024,TAM,0.5,2024-11-24,11,12,early,5,-6,40.5,50,Sun,away,NYG,W 30-7,-6,covered,40.5,under,1
2024,TAM,0.5,2024-11-10,10,10,early,95,6.5,50.5,85,Sun,home,SFO,L 20-23,6.5,covered,50.5,under,0
2024,TAM,0.5,2024-10-27,8,8,early,155,2.5,45.5,79,Sun,home,ATL,L 26-31,2.5,did not cover,45.5,over,0
2024,TAM,0.5,2024-10-13,6,6,early,205,-3.5,41.5,76,Sun,away,NOR,W 51-27,-3.5,covered,41.5,over,0
2024,TAM,0.5,2024-09-29,4,4,early,265,1,42.5,88,Sun,home,PHI,W 33-16,1,covered,42.5,over,0
2024,TAM,0.5,2024-09-22,3,3,early,298,-6,41,85,Sun,home,DEN,L 7-26,-6,did not cover,41,under,0
2024,TAM,0.5,2024-09-15,2,2,early,329,7.5,51.5,68,Sun,away,DET,W 20-16,7.5,covered,51.5,under,0
2024,TAM,0.5,2024-12-01,12,13,afternoon,17,-6,46.5,51,Sun,away,CAR,W 26-23 (OT),-6,did not cover,46.5,over,0
2024,TAM,0.5,2024-09-08,1,1,afternoon,359,-3.5,42.5,93,Sun,home,WAS,W 37-20,-3.5,covered,42.5,over,0
2024,TAM,0.5,2024-11-04,9,9,night,100,9,45.5,63,Mon,away,KAN,L 24-30 (OT),9,covered,45.5,over,0
2024,TAM,0.5,2024-10-21,7,7,night,162,3.5,50,80,Mon,home,BAL,L 31-41,3.5,did not cover,50,over,0
2024,TAM,0.5,2024-10-03,5,5,night,236,1.5,44,0,Thu,away,ATL,L 30-36 (OT),1.5,did not cover,44,over,0
2022,WAS,0.5,2023-01-01,16,17,early,45,-2,40.5,59,Sun,home,CLE,L 10-24,-2,did not cover,40.5,under,0
2022,WAS,0.5,2022-12-04,13,13,early,161,-2,40.5,40,Sun,away,NYG,T 20-20 (OT),-2,did not cover,40.5,under,0
2022,WAS,0.5,2022-11-27,12,12,early,177,-4,40.5,46,Sun,home,ATL,W 19-13,-4,covered,40.5,under,0
2022,WAS,0.5,2022-11-20,11,11,early,222,-3,41,51,Sun,away,HOU,W 23-10,-3,covered,41,under,0
2022,WAS,0.5,2022-11-06,9,9,early,268,3,43.5,71,Sun,home,MIN,L 17-20,3,push,43.5,under,0
2022,WAS,0.5,2022-10-23,7,7,early,312,4.5,41.5,62,Sun,home,GNB,W 23-21,4.5,covered,41.5,over,0
2022,WAS,0.5,2022-10-09,5,5,early,370,2,43,61,Sun,home,TEN,L 17-21,2,did not cover,43,under,0
2022,WAS,0.5,2022-10-02,4,4,early,402,3,41.5,74,Sun,away,DAL,L 10-25,3,did not cover,41.5,under,0
2022,WAS,0.5,2022-09-25,3,3,early,434,6,47.5,72,Sun,home,PHI,L 8-24,6,did not cover,47.5,under,0
2022,WAS,0.5,2022-09-18,2,2,early,460,1.5,48.5,68,Sun,away,DET,L 27-36,1.5,did not cover,48.5,over,0
2022,WAS,0.5,2022-09-11,1,1,early,490,-3,43,74,Sun,home,JAX,W 28-22,-3,covered,43,over,0
2022,WAS,0.5,2023-01-08,17,18,afternoon,6,7,40,42,Sun,home,DAL,W 26-6,7,covered,40,under,0
2022,WAS,0.5,2022-12-24,15,16,afternoon,79,6.5,37.5,54,Sat,away,SFO,L 20-37,6.5,did not cover,37.5,over,0
2022,WAS,0.5,2022-10-30,8,8,afternoon,292,3,39.5,58,Sun,away,IND,W 17-16,3,covered,39.5,under,0
2022,WAS,0.5,2022-12-18,14,15,night,4,-4.5,40.5,35,Sun,home,NYG,L 12-20,-4.5,did not cover,40.5,under,1
2022,WAS,0.5,2022-11-14,10,10,night,226,10.5,43.5,43,Mon,away,PHI,W 32-21,10.5,covered,43.5,over,0
2022,WAS,0.5,2022-10-13,6,6,night,340,-1,38,46,Thu,away,CHI,W 12-7,-1,covered,38,under,0
2023,DEN,0.471,2023-12-03,12,13,early,168,3,47,68,Sun,away,HOU,L 17-22,3,did not cover,47,under,0
2023,DEN,0.471,2023-10-01,4,4,early,400,-3,47,80,Sun,away,CHI,W 31-28,-3,push,47,over,0
2023,DEN,0.471,2023-09-24,3,3,early,422,6,47.5,86,Sun,away,MIA,L 20-70,6,did not cover,47.5,over,0
2023,DEN,0.471,2024-01-07,17,18,afternoon,21,3,37,50,Sun,away,LVR,L 14-27,3,did not cover,37,over,0
2023,DEN,0.471,2023-12-31,16,17,afternoon,56,-3.5,36.5,41,Sun,home,LAC,W 16-9,-3.5,covered,36.5,under,0
2023,DEN,0.471,2023-12-10,13,14,afternoon,143,2.5,43.5,75,Sun,away,LAC,W 24-7,2.5,covered,43.5,under,0
2023,DEN,0.471,2023-11-26,11,12,afternoon,192,-1,37,40,Sun,home,CLE,W 29-12,-1,covered,37,over,0
2023,DEN,0.471,2023-10-29,8,8,afternoon,298,7,45.5,26,Sun,home,KAN,W 24-9,7,covered,45.5,under,0
2023,DEN,0.471,2023-10-22,7,7,afternoon,323,-1,44,72,Sun,home,GNB,W 19-17,-1,covered,44,under,0
2023,DEN,0.471,2023-10-08,5,5,afternoon,372,-2.5,42.5,73,Sun,home,NYJ,L 21-31,-2.5,did not cover,42.5,over,0
2023,DEN,0.471,2023-09-17,2,2,afternoon,452,-4,38.5,81,Sun,home,WAS,L 33-35,-4,did not cover,38.5,over,0
2023,DEN,0.471,2023-09-10,1,1,afternoon,483,-3,44,64,Sun,home,LVR,L 16-17,-3,did not cover,44,under,0
2023,DEN,0.471,2023-12-24,15,16,night,84,-7,35,28,Sun,home,NWE,L 23-26,-7,did not cover,35,over,0
2023,DEN,0.471,2023-12-16,14,15,night,123,4.5,48,70,Sat,away,DET,L 17-42,4.5,did not cover,48,over,0
2023,DEN,0.471,2023-11-19,10,11,night,220,-3,41,53,Sun,home,MIN,W 21-20,-3,did not cover,41,push,0
2023,DEN,0.471,2023-11-13,9,10,night,17,7.5,47.5,49,Mon,away,BUF,W 24-22,7.5,covered,47.5,under,1
2023,LVR,0.471,2023-12-31,16,17,early,49,4,42.5,32,Sun,away,IND,L 20-23,4,covered,42.5,over,0
2023,LVR,0.471,2023-12-25,15,16,early,66,10.5,40.5,38,Mon,away,KAN,W 20-14,10.5,covered,40.5,under,0
2023,LVR,0.471,2023-11-19,11,11,early,211,13.5,46,82,Sun,away,MIA,L 13-20,13.5,covered,46,under,0
2023,LVR,0.471,2023-10-22,7,7,early,315,-2.5,38.5,52,Sun,away,CHI,L 12-30,-2.5,did not cover,38.5,over,0
2023,LVR,0.471,2023-09-17,2,2,early,463,8,47,70,Sun,away,BUF,L 10-38,8,did not cover,47,over,0
2023,LVR,0.471,2024-01-07,17,18,afternoon,25,-3,37,50,Sun,home,DEN,W 27-14,-3,covered,37,over,0
2023,LVR,0.471,2023-12-10,13,14,afternoon,6,3,40,54,Sun,home,MIN,L 0-3,3,push,40,under,1
2023,LVR,0.471,2023-11-26,12,12,afternoon,194,10,43,55,Sun,home,KAN,L 17-31,10,did not cover,43,over,0
2023,LVR,0.471,2023-11-05,9,9,afternoon,262,-1.5,38.5,73,Sun,home,NYG,W 30-6,-1.5,covered,38.5,under,0
2023,LVR,0.471,2023-10-15,6,6,afternoon,339,-2.5,42.5,81,Sun,home,NWE,W 21-17,-2.5,covered,42.5,under,0
2023,LVR,0.471,2023-10-01,4,4,afternoon,388,5.5,48.5,67,Sun,away,LAC,L 17-24,5.5,did not cover,48.5,under,0
2023,LVR,0.471,2023-10-01,4,4,afternoon,403,5.5,48.5,67,Sun,away,LAC,L 17-24,5.5,did not cover,48.5,under,0
2023,LVR,0.471,2023-09-10,1,1,afternoon,495,3,44,64,Sun,away,DEN,W 17-16,3,covered,44,under,0
2023,LVR,0.471,2023-12-14,14,15,night,126,-3,34,58,Thu,home,LAC,W 63-21,-3,covered,34,over,0
2023,LVR,0.471,2023-11-12,10,10,night,235,1.5,35.5,71,Sun,home,NYJ,W 16-12,1.5,covered,35.5,under,0
2023,LVR,0.471,2023-10-30,8,8,night,282,7,45.5,72,Mon,away,DET,L 14-26,7,did not cover,45.5,under,0
2023,LVR,0.471,2023-10-09,5,5,night,353,-1.5,44.5,93,Mon,home,GNB,W 17-13,-1.5,covered,44.5,under,0
2023,LVR,0.471,2023-09-24,3,3,night,434,-3,43.5,87,Sun,home,PIT,L 18-23,-3,did not cover,43.5,under,0
2022,GNB,0.471,2022-12-25,15,16,early,68,3.5,49.5,45,Sun,away,MIA,W 26-20,3.5,covered,49.5,under,0
2022,GNB,0.471,2022-12-04,13,13,early,169,-4.5,45,38,Sun,away,CHI,W 28-19,-4.5,covered,45,over,0
2022,GNB,0.471,2022-11-06,9,9,early,257,-3.5,49.5,59,Sun,away,DET,L 9-15,-3.5,did not cover,49.5,under,0
2022,GNB,0.471,2022-10-23,7,7,early,303,-4.5,41.5,62,Sun,away,WAS,L 21-23,-4.5,did not cover,41.5,over,0
2022,GNB,0.471,2022-10-16,6,6,early,324,-7.5,45,49,Sun,home,NYJ,L 10-27,-7.5,did not cover,45,under,0
2022,GNB,0.471,2022-10-09,5,5,early,352,-8,41.5,64,Sun,home,NYG,L 22-27,-8,did not cover,41.5,over,0
2022,GNB,0.471,2023-01-01,16,17,afternoon,55,-3,47.5,39,Sun,home,MIN,W 41-17,-3,covered,47.5,over,0
2022,GNB,0.471,2022-11-13,10,10,afternoon,232,4,44.5,33,Sun,home,DAL,W 31-28 (OT),4,covered,44.5,over,0
2022,GNB,0.471,2022-10-02,4,4,afternoon,385,-9.5,40,66,Sun,home,NWE,W 27-24 (OT),-9.5,did not cover,40,over,0
2022,GNB,0.471,2022-09-25,3,3,afternoon,416,1,42,88,Sun,away,TAM,W 14-12,1,covered,42,under,0
2022,GNB,0.471,2022-09-11,1,1,afternoon,472,2.5,46,73,Sun,away,MIN,L 7-23,2.5,did not cover,46,under,0
2022,GNB,0.471,2023-01-08,17,18,night,23,-5,49,21,Sun,home,DET,L 16-20,-5,did not cover,49,under,0
2022,GNB,0.471,2022-12-19,14,15,night,3,-7,39.5,15,Mon,home,LAR,W 24-12,-7,covered,39.5,under,1
2022,GNB,0.471,2022-11-27,12,12,night,193,6.5,46,62,Sun,away,PHI,L 33-40,6.5,did not cover,46,over,0
2022,GNB,0.471,2022-11-17,11,11,night,223,-3,41,25,Thu,home,TEN,L 17-27,-3,did not cover,41,over,0
2022,GNB,0.471,2022-10-30,8,8,night,279,10.5,47,50,Sun,away,BUF,L 17-27,10.5,covered,47,under,0
2022,GNB,0.471,2022-09-18,2,2,night,448,-10,41.5,73,Sun,home,CHI,W 27-10,-10,covered,41.5,under,0
2022,NWE,0.471,2023-01-08,17,18,early,9,7.5,43.5,30,Sun,away,BUF,L 23-35,7.5,did not cover,43.5,over,0
2022,NWE,0.471,2023-01-01,16,17,early,42,-2.5,41,53,Sun,home,MIA,W 23-21,-2.5,did not cover,41,over,0
2022,NWE,0.471,2022-12-24,15,16,early,78,3,41.5,21,Sat,home,CIN,L 18-22,3,did not cover,41.5,under,0
2022,NWE,0.471,2022-11-20,10,11,early,16,-3.5,38,42,Sun,home,NYJ,W 10-3,-3.5,covered,38,under,1
2022,NWE,0.471,2022-11-06,9,9,early,261,-5,40.5,78,Sun,home,IND,W 26-3,-5,covered,40.5,under,0
2022,NWE,0.471,2022-10-30,8,8,early,284,-2.5,40,59,Sun,away,NYJ,W 22-17,-2.5,covered,40,under,0
2022,NWE,0.471,2022-10-16,6,6,early,329,2.5,43,62,Sun,away,CLE,W 38-15,2.5,covered,43,over,0
2022,NWE,0.471,2022-10-09,5,5,early,358,-3,45.5,58,Sun,home,DET,W 29-0,-3,covered,45.5,under,0
2022,NWE,0.471,2022-09-25,3,3,early,423,2.5,44,66,Sun,home,BAL,L 26-37,2.5,did not cover,44,over,0
2022,NWE,0.471,2022-09-18,2,2,early,452,-2.5,40.5,81,Sun,away,PIT,W 17-14,-2.5,covered,40.5,under,0
2022,NWE,0.471,2022-09-11,1,1,early,479,3,46,92,Sun,away,MIA,L 7-20,3,did not cover,46,under,0
2022,NWE,0.471,2022-12-18,14,15,afternoon,111,1.5,45,53,Sun,away,LVR,L 24-30,1.5,did not cover,45,over,0
2022,NWE,0.471,2022-10-02,4,4,afternoon,391,9.5,40,66,Sun,away,GNB,L 24-27 (OT),9.5,covered,40,over,0
2022,NWE,0.471,2022-12-12,13,14,night,119,-1.5,43.5,54,Mon,away,ARI,W 27-13,-1.5,covered,43.5,under,0
2022,NWE,0.471,2022-12-01,12,13,night,172,3.5,43.5,35,Thu,home,BUF,L 10-24,3.5,did not cover,43.5,under,0
2022,NWE,0.471,2022-11-24,11,12,night,200,2.5,42.5,36,Thu,away,MIN,L 26-33,2.5,did not cover,42.5,over,0
2022,NWE,0.471,2022-10-24,7,7,night,296,-8.5,40.5,56,Mon,home,CHI,L 14-33,-8.5,did not cover,40.5,over,0
2022,TAM,0.471,2023-01-08,17,18,early,25,4,40.5,57,Sun,away,ATL,L 17-30,4,did not cover,40.5,over,0
2022,TAM,0.471,2023-01-01,16,17,early,52,-3.5,40.5,75,Sun,home,CAR,W 30-24,-3.5,covered,40.5,over,0
2022,TAM,0.471,2022-11-27,11,12,early,12,-3,42,56,Sun,away,CLE,L 17-23 (OT),-3,did not cover,42,under,1
2022,TAM,0.471,2022-11-13,10,10,early,244,-2.5,45,54,Sun,home,SEA,W 21-16,-2.5,covered,45,under,0
2022,TAM,0.471,2022-10-23,7,7,early,311,-13,39.5,67,Sun,away,CAR,L 3-21,-13,did not cover,39.5,under,0
2022,TAM,0.471,2022-10-16,6,6,early,338,-9.5,46,62,Sun,away,PIT,L 18-20,-9.5,did not cover,46,under,0
2022,TAM,0.471,2022-10-09,5,5,early,369,-10,46.5,83,Sun,home,ATL,W 21-15,-10,did not cover,46.5,under,0
2022,TAM,0.471,2022-09-18,2,2,early,459,-2.5,44,85,Sun,away,NOR,W 20-10,-2.5,covered,44,under,0
2022,TAM,0.471,2022-12-18,14,15,afternoon,102,3.5,45,66,Sun,home,CIN,L 23-34,3.5,did not cover,45,over,0
2022,TAM,0.471,2022-12-11,13,14,afternoon,126,3.5,37.5,54,Sun,away,SFO,L 7-35,3.5,did not cover,37.5,over,0
2022,TAM,0.471,2022-11-06,9,9,afternoon,267,-3,42.5,88,Sun,home,LAR,W 16-13,-3,push,42.5,under,0
2022,TAM,0.471,2022-09-25,3,3,afternoon,433,-1,42,88,Sun,home,GNB,L 12-14,-1,did not cover,42,under,0
2022,TAM,0.471,2022-12-25,15,16,night,63,-7.5,40.5,66,Sun,away,ARI,W 19-16 (OT),-7.5,did not cover,40.5,under,0
2022,TAM,0.471,2022-12-05,12,13,night,143,-3,41,69,Mon,home,NOR,W 17-16,-3,did not cover,41,under,0
2022,TAM,0.471,2022-10-27,8,8,night,294,-1.5,45.5,79,Thu,home,BAL,L 22-27,-1.5,did not cover,45.5,over,0
2022,TAM,0.471,2022-10-02,4,4,night,401,-1,46,75,Sun,home,KAN,L 31-41,-1,did not cover,46,over,0
2022,TAM,0.471,2022-09-11,1,1,night,489,-2,50,81,Sun,away,DAL,W 19-3,-2,covered,50,under,0
2021,CLE,0.471,2022-01-09,17,18,early,11,-5.5,37,38,Sun,home,CIN,W 21-16,-5.5,did not cover,37,push,0
2021,CLE,0.471,2021-12-12,13,14,early,6,-3,42.5,46,Sun,home,BAL,W 24-22,-3,did not cover,42.5,over,1
2021,CLE,0.471,2021-11-21,11,11,early,208,-12.5,42.5,42,Sun,home,DET,W 13-10,-12.5,did not cover,42.5,under,0
2021,CLE,0.471,2021-11-14,10,10,early,236,2.5,45,48,Sun,away,NWE,L 7-45,2.5,did not cover,45,over,0
2021,CLE,0.471,2021-11-07,9,9,early,259,2.5,47.5,56,Sun,away,CIN,W 41-16,2.5,covered,47.5,over,0
2021,CLE,0.471,2021-10-31,8,8,early,283,-4.5,43,57,Sun,home,PIT,L 10-15,-4.5,did not cover,43,under,0
2021,CLE,0.471,2021-10-03,4,4,early,393,-1,51.5,65,Sun,away,MIN,W 14-7,-1,covered,51.5,under,0
2021,CLE,0.471,2021-09-26,3,3,early,432,-7.5,44.5,70,Sun,home,CHI,W 26-6,-7.5,covered,44.5,under,0
2021,CLE,0.471,2021-09-19,2,2,early,464,-13.5,48,75,Sun,home,HOU,W 31-21,-13.5,did not cover,48,over,0
2021,CLE,0.471,2021-12-25,15,16,afternoon,91,7.5,46.5,35,Sat,away,GNB,L 22-24,7.5,covered,46.5,under,0
2021,CLE,0.471,2021-12-20,14,15,afternoon,102,-3,41,40,Mon,home,LVR,L 14-16,-3,did not cover,41,under,0
2021,CLE,0.471,2021-10-17,6,6,afternoon,331,-3.5,48.5,58,Sun,home,ARI,L 14-37,-3.5,did not cover,48.5,over,0
2021,CLE,0.471,2021-10-10,5,5,afternoon,361,2.5,46.5,74,Sun,away,LAC,L 42-47,2.5,did not cover,46.5,over,0
2021,CLE,0.471,2021-09-12,1,1,afternoon,496,5.5,54.5,88,Sun,away,KAN,L 29-33,5.5,covered,54.5,over,0
2021,CLE,0.471,2022-01-03,16,17,night,33,2,42,25,Mon,away,PIT,L 14-26,2,did not cover,42,under,0
2021,CLE,0.471,2021-11-28,12,12,night,187,3.5,47,43,Sun,away,BAL,L 10-16,3.5,did not cover,47,under,0
2021,CLE,0.471,2021-10-21,7,7,night,323,-1.5,41.5,59,Thu,home,DEN,W 17-14,-1.5,covered,41.5,under,0
2021,MIN,0.471,2022-01-09,17,18,early,19,-4,44.5,0,Sun,home,CHI,W 31-17,-4,covered,44.5,over,0
2021,MIN,0.471,2021-12-26,15,16,early,84,3.5,49,20,Sun,home,LAR,L 23-30,3.5,did not cover,49,over,0
2021,MIN,0.471,2021-12-05,12,13,early,157,-7,46.5,38,Sun,away,DET,L 27-29,-7,did not cover,46.5,over,0
2021,MIN,0.471,2021-11-21,10,11,early,204,1,47,34,Sun,home,GNB,W 34-31,1,covered,47,over,0
2021,MIN,0.471,2021-11-07,8,9,early,256,6,50.5,56,Sun,away,BAL,L 31-34 (OT),6,covered,50.5,over,0
2021,MIN,0.471,2021-10-17,6,6,early,327,-2.5,45.5,62,Sun,away,CAR,W 34-28 (OT),-2.5,covered,45.5,over,0
2021,MIN,0.471,2021-10-10,5,5,early,356,-10,49.5,65,Sun,home,DET,W 19-17,-10,did not cover,49.5,under,0
2021,MIN,0.471,2021-10-03,4,4,early,388,1,51.5,65,Sun,home,CLE,L 7-14,1,did not cover,51.5,under,0
2021,MIN,0.471,2021-09-12,1,1,early,492,-3,47.5,81,Sun,away,CIN,L 24-27 (OT),-3,did not cover,47.5,over,0
2021,MIN,0.471,2021-11-28,11,12,afternoon,195,3.5,49,68,Sun,away,SFO,L 26-34,3.5,did not cover,49,over,0
2021,MIN,0.471,2021-11-14,9,10,afternoon,232,3,53.5,88,Sun,away,LAC,W 27-20,3,covered,53.5,under,0
2021,MIN,0.471,2021-09-26,3,3,afternoon,427,2,55,77,Sun,home,SEA,W 30-17,2,covered,55,under,0
2021,MIN,0.471,2021-09-19,2,2,afternoon,459,3.5,50.5,93,Sun,away,ARI,L 33-34,3.5,covered,50.5,over,0
2021,MIN,0.471,2022-01-02,16,17,night,45,13,42.5,11,Sun,away,GNB,L 10-37,13,did not cover,42.5,over,0
2021,MIN,0.471,2021-12-20,14,15,night,103,-6.5,44.5,37,Mon,away,CHI,W 17-9,-6.5,covered,44.5,under,0
2021,MIN,0.471,2021-12-09,13,14,night,147,-3,44,36,Thu,home,PIT,W 36-28,-3,covered,44,over,0
2021,MIN,0.471,2021-10-31,7,8,night,24,-3,51.5,42,Sun,home,DAL,L 16-20,-3,did not cover,51.5,under,1
2021,BAL,0.471,2022-01-09,17,18,early,22,-3.5,41,36,Sun,home,PIT,L 13-16 (OT),-3.5,did not cover,41,under,0
2021,BAL,0.471,2021-12-26,15,16,early,75,7,41.5,52,Sun,away,CIN,L 21-41,7,did not cover,41.5,over,0
2021,BAL,0.471,2021-12-19,14,15,early,105,9.5,45,43,Sun,home,GNB,L 30-31,9.5,covered,45,over,0
2021,BAL,0.471,2021-12-12,13,14,early,143,3,42.5,46,Sun,away,CLE,L 22-24,3,covered,42.5,over,0
2021,BAL,0.471,2021-11-21,10,11,early,212,-5,43.5,46,Sun,away,CHI,W 16-13,-5,did not cover,43.5,under,0
2021,BAL,0.471,2021-11-07,8,9,early,21,-6,50.5,56,Sun,home,MIN,W 34-31 (OT),-6,did not cover,50.5,over,1
2021,BAL,0.471,2021-10-24,7,7,early,312,-6.5,45.5,61,Sun,home,CIN,L 17-41,-6.5,did not cover,45.5,over,0
2021,BAL,0.471,2021-10-17,6,6,early,337,-2.5,51.5,63,Sun,home,LAC,W 34-6,-2.5,covered,51.5,under,0
2021,BAL,0.471,2021-09-26,3,3,early,438,-7.5,50.5,66,Sun,away,DET,W 19-17,-7.5,did not cover,50.5,under,0
2021,BAL,0.471,2022-01-02,16,17,afternoon,56,6,46.5,59,Sun,home,LAR,L 19-20,6,covered,46.5,under,0
2021,BAL,0.471,2021-12-05,12,13,afternoon,155,-4.5,44,50,Sun,away,PIT,L 19-20,-4.5,did not cover,44,under,0
2021,BAL,0.471,2021-10-03,4,4,afternoon,400,-1,44,77,Sun,away,DEN,W 23-7,-1,covered,44,under,0
2021,BAL,0.471,2021-10-03,4,4,afternoon,406,-1,44,77,Sun,away,DEN,W 23-7,-1,covered,44,under,0
2021,BAL,0.471,2021-11-28,11,12,night,184,-3.5,47,43,Sun,home,CLE,W 16-10,-3.5,covered,47,under,0
2021,BAL,0.471,2021-11-11,9,10,night,251,-7.5,46.5,77,Thu,away,MIA,L 10-22,-7.5,did not cover,46.5,under,0
2021,BAL,0.471,2021-10-11,5,5,night,353,-7,46,69,Mon,home,IND,W 31-25 (OT),-7,did not cover,46,over,0
2021,BAL,0.471,2021-09-19,2,2,night,469,4,54.5,82,Sun,home,KAN,W 36-35,4,covered,54.5,over,0
2021,BAL,0.471,2021-09-13,1,1,night,481,-4,50.5,102,Mon,away,LVR,L 27-33 (OT),-4,did not cover,50.5,over,0
